Person,Group,Date Active,Status,Handle,ID,Name,Followers,Tweets,Date Created,Approx Suspended
Yungpec,America First adjacent,2022-05-29,Suspended,@yungpec420,1486711997907439623,,,,2022-01-27,2022-05-29
Yungpec,America First,2022-08-02,Suspended,@youngpec69,,,,,,2022-08-02
Yungpec,America First,2022-09-10,Suspended,@oldpec,,,,,,2022-09-10
Zoomer Guy,America First,2021-02-28,Suspended,@zoomer_guy,,,,,,2021-02-28
Zoomer Guy,America First,2022-05-05,Suspended,@real_zoomer_guy,1478599536964562945,ZG,455,,2022-01-04,2022-05-10
Zoomer Guy,America First,2022-10-08,Suspended,@goopygoop6000,,,,,,2022-10-08
Zoomer Mark,America First,2021-02-28,Suspended,@Notzoomermark,1351630827902414850,,,,2021-01-19,2021-02-28
Zoomer Mark,America First,2022-04-30,Suspended,@Z00MERMARK,1518704334174932995,ZM ,150,,2022-04-25,2022-05-01
Zoomer Mark,America First,2022-06-02,Suspended,@content_liker_,1530560076691423232,ZM,26,,2022-05-28,2022-06-02
Zoomer Mark,America First,2022-06-08,Suspended,@Z00MERMARK8,,,,,,2022-06-08
Zoomer Mark,America First,2022-11-28,Active,@ZoomerMarkAF,,,,,,
Zoomer64,America First,2021-12-01,Suspended,@jcool324,,,,,,2021-12-01
Zoomer64,America First,2022-07-09,Suspended,@Gamer_Jug,,,,,,2022-07-09
ZoomerNat,America First,2019-11-16,Suspended,@ZoomerNat,1073106197723652096,ZoomerNat,3530,,2018-12-13,2019-11-18
ZoomerNat,America First,2019-12-02,Suspended,@V3Zoomernatfan,1196911015465771008,ZoomerNat fan (Refollow again),2032,,2019-11-20,2019-12-02
ZoomerNat,America First,2020-09-03,Suspended,@joomernat,1249524271853912064,The Great Kike Shark,606,,2020-04-13,2020-09-03
ZoomerNat,America First,2022-05-25,Suspended,@BasedZoomerNat,757163270830628864,,,,,2022-05-25
ZoomerNat,America First,2022-09-04,Suspended,@Z_Nationalist,,,,,,2022-09-04
zoomernation,America First,2022-08-09,Suspended,@OpPunished,,,,,,2022-08-09
zoomernation,America First,2022-08-19,Suspended,@NitroOp1556,,,,,,2022-08-19
zoomernation,America First,2022-09-13,Suspended,@cozyclips33,,,,,,2022-09-13
